split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
test,Brinnon,2,,,3.113,-2.889,-0.396,1.850,,-6.589,3.768,-0.418,11.766,14.095,,,,
test,Brinnon,2,,,-0.362,4.173,-0.412,4.997,,-6.848,9.883,-0.411,8.641,11.750,,,,
test,Brinnon,2,,,3.535,9.299,-0.388,2.969,,-7.561,7.440,-0.405,11.250,14.037,,,,
test,Brinnon,2,,,-3.355,-1.772,-0.427,1.084,,1.863,11.703,-0.389,14.450,21.283,,,,
test,Brinnon,2,,,3.197,-0.617,-0.406,3.200,,-7.561,7.440,-0.405,13.440,14.804,,,,
test,Brinnon,2,,,3.454,4.234,-0.400,3.990,,-1.783,6.654,-0.407,5.769,8.117,,,,
test,Brinnon,2,,,-3.086,4.325,-0.421,1.256,,-3.298,10.537,-0.418,6.215,12.770,,,,
test,Brinnon,2,,,0.275,11.572,-0.393,5.606,,-6.279,4.264,-0.416,9.816,13.745,,,,
test,Brinnon,2,,,-3.507,-0.557,-0.440,1.913,,-7.099,9.067,-0.409,10.273,11.892,,,,
test,Brinnon,2,,,-0.078,-0.401,-0.425,1.941,,3.650,6.904,-0.396,8.202,9.010,,,,
test,Brinnon,2,,,3.454,4.234,-0.400,3.990,,3.441,11.545,-0.376,7.311,8.733,,,,
test,Brinnon,0,,,1.807,-1.575,-3.128,1.646,,-5.180,-0.169,-3.150,7.127,7.385,,,,
test,Brinnon,2,,,-1.890,-0.389,-0.436,1.533,,3.454,4.234,-0.400,7.066,8.038,,,,
test,Brinnon,2,,,1.863,11.703,-0.389,5.479,,-6.279,4.264,-0.416,11.029,15.141,,,,
test,Brinnon,2,,,-5.240,-0.510,-0.429,2.152,,3.113,-2.889,-0.396,8.686,10.326,,,,
test,Brinnon,2,,,-5.240,-0.510,-0.429,2.152,,-0.369,2.003,-0.412,5.482,9.583,,,,
test,Brinnon,2,,,1.945,1.530,-0.403,2.611,,3.535,9.299,-0.388,7.930,9.839,,,,
test,Brinnon,2,,,0.275,11.572,-0.393,5.606,,-7.894,6.029,-0.402,9.872,15.025,,,,
test,Brinnon,2,,,3.441,11.545,-0.376,3.339,,-6.352,6.169,-0.235,11.173,13.428,,,,
test,Brinnon,2,,,3.113,-2.889,-0.396,1.850,,3.650,6.904,-0.396,9.808,10.799,,,,
test,Brinnon,2,,,1.924,0.616,-0.412,4.672,,-2.311,10.520,-0.418,10.772,21.778,,,,
test,Brinnon,2,,,1.993,-0.033,-0.413,1.473,,-6.352,6.169,-0.235,10.399,10.812,,,,
test,Brinnon,2,,,3.517,3.060,-0.396,5.400,,-6.848,9.883,-0.411,12.409,17.291,,,,
test,Brinnon,2,,,0.425,-2.823,-0.415,1.972,,-3.298,10.537,-0.418,13.869,22.258,,,,
test,Brinnon,2,,,1.993,-0.033,-0.413,1.473,,-4.631,10.117,-0.417,12.121,19.136,,,,
test,Brinnon,2,,,-1.890,-0.389,-0.436,1.533,,-7.099,9.067,-0.409,10.796,13.510,,,,
test,Brinnon,2,,,-1.890,-0.389,-0.436,1.533,,1.863,11.703,-0.389,12.661,18.341,,,,
test,Brinnon,2,,,3.441,11.545,-0.376,3.339,,-2.311,10.520,-0.418,5.843,25.030,,,,
test,Brinnon,2,,,3.517,3.060,-0.396,5.400,,-3.298,10.537,-0.418,10.117,20.901,,,,
test,Brinnon,2,,,3.692,5.649,-0.401,3.229,,-7.099,9.067,-0.409,11.319,16.258,,,,
test,Brinnon,2,,,-1.783,6.654,-0.407,5.668,,-6.099,10.932,-0.411,6.077,11.644,,,,
test,Brinnon,2,,,1.924,0.616,-0.412,4.672,,0.307,9.131,-0.407,8.667,10.543,,,,
test,Brinnon,2,,,1.956,8.342,-0.395,3.677,,-6.352,6.169,-0.235,8.588,9.349,,,,
test,Brinnon,2,,,3.197,-0.617,-0.406,3.200,,3.441,11.545,-0.376,12.164,14.572,,,,
test,Brinnon,2,,,-2.608,11.713,-0.409,5.197,,-4.889,5.395,-0.413,6.717,12.038,,,,
test,Brinnon,2,,,-3.507,-0.557,-0.440,1.913,,-2.201,9.371,-0.421,10.014,20.102,,,,
test,Brinnon,2,,,-3.355,-1.772,-0.427,1.084,,3.113,-2.889,-0.396,6.564,7.558,,,,
test,Brinnon,2,,,-7.618,4.223,-0.399,4.631,,-2.608,11.713,-0.409,9.011,10.685,,,,
test,Brinnon,2,,,0.425,-2.823,-0.415,1.972,,-4.220,5.544,-0.413,9.570,12.676,,,,
test,Brinnon,2,,,-7.618,4.223,-0.399,4.631,,-4.631,10.117,-0.417,6.608,8.667,,,,
test,Brinnon,2,,,-6.327,-0.677,-0.423,3.475,,-4.220,5.544,-0.413,6.568,8.588,,,,
test,Brinnon,2,,,-6.327,-0.677,-0.423,3.475,,-3.298,10.537,-0.418,11.615,15.720,,,,
test,Brinnon,2,,,-7.618,4.223,-0.399,4.631,,-3.298,10.537,-0.418,7.650,9.321,,,,
test,Brinnon,2,,,-7.618,4.223,-0.399,4.631,,-2.201,9.371,-0.421,7.473,13.069,,,,
test,Brinnon,2,,,-7.099,9.067,-0.409,5.669,,-2.608,11.713,-0.409,5.212,5.826,,,,
test,Brinnon,2,,,-5.240,-0.510,-0.429,2.152,,-2.608,11.713,-0.409,12.503,15.984,,,,
test,Brinnon,4,,,-1.784,8.351,2.903,5.472,,3.787,10.411,2.929,5.939,6.197,,,,
test,Brinnon,2,,,-5.240,-0.510,-0.429,2.152,,-6.848,9.883,-0.411,10.516,11.011,,,,
test,Brinnon,2,,,-5.308,1.163,-0.441,4.810,,1.956,8.342,-0.395,10.212,10.971,,,,
test,Brinnon,2,,,-0.369,2.003,-0.412,6.138,,-7.561,7.440,-0.405,9.016,10.192,,,,
test,Brinnon,2,,,3.441,11.545,-0.376,3.339,,-3.086,4.325,-0.421,9.733,10.783,,,,
test,Brinnon,2,,,0.157,6.768,-0.408,4.788,,-2.608,11.713,-0.409,5.665,17.333,,,,
test,Brinnon,2,,,-3.507,-0.557,-0.440,1.913,,1.924,0.616,-0.412,5.557,9.031,,,,
test,Brinnon,2,,,-3.355,-1.772,-0.427,1.084,,-6.099,10.932,-0.411,12.997,15.210,,,,
test,Brinnon,2,,,-3.355,-1.772,-0.427,1.084,,-6.848,9.883,-0.411,12.166,13.968,,,,
test,Brinnon,2,,,-1.809,4.294,-0.418,4.475,,-2.608,11.713,-0.409,7.462,15.308,,,,
test,Brinnon,2,,,-1.809,4.294,-0.418,4.475,,-6.848,9.883,-0.411,7.525,10.335,,,,
test,Brinnon,2,,,3.113,-2.889,-0.396,1.850,,-7.561,7.440,-0.405,14.853,17.078,,,,
test,Brinnon,2,,,1.945,1.530,-0.403,2.611,,-3.086,4.325,-0.421,5.756,5.936,,,,
test,Brinnon,2,,,1.945,1.530,-0.403,2.611,,-6.848,9.883,-0.411,12.128,15.097,,,,
test,Brinnon,2,,,-3.507,-0.557,-0.440,1.913,,-0.349,5.555,-0.414,6.880,10.720,,,,
test,Brinnon,2,,,-3.355,-1.772,-0.427,1.084,,-1.809,4.294,-0.418,6.260,10.075,,,,
test,Brinnon,2,,,-0.369,2.003,-0.412,6.138,,-4.889,5.395,-0.413,5.651,5.671,,,,
train,Hanson,2,,,-0.194,9.333,-0.258,1.099,,-3.038,2.709,-0.278,7.209,7.677,,,,
train,Hanson,0,,,0.081,-0.021,2.717,1.598,,-1.858,9.521,2.735,9.737,11.356,,,,
train,Hanson,0,,,-1.977,0.559,2.705,3.794,,-2.083,6.764,2.730,6.206,6.462,,,,
train,Hanson,0,,,-1.205,-2.660,2.707,5.008,,-2.922,2.045,2.724,5.009,5.337,,,,
train,Hanson,2,,,-3.038,2.709,-0.278,1.242,,0.473,-1.782,-0.260,5.700,7.451,,,,
train,Hanson,2,,,-1.681,9.333,-0.266,3.177,,-2.915,-1.548,-0.269,10.951,11.309,,,,
train,Hanson,2,,,-3.957,8.205,-0.273,0.998,,-3.038,2.709,-0.278,5.572,5.583,,,,
train,Hanson,2,,,-0.194,9.333,-0.258,1.099,,-2.921,-3.295,-0.255,12.919,13.681,,,,
train,Hanson,2,,,-3.957,8.205,-0.273,0.998,,-1.243,2.046,-0.275,6.731,7.497,,,,
train,Hanson,2,,,-3.035,5.756,-0.280,6.272,,-4.220,-3.308,-0.249,9.141,9.155,,,,
train,Hanson,2,,,-4.220,-3.308,-0.249,1.502,,-0.022,2.623,-0.278,7.267,9.150,,,,
train,Hanson,0,,,-1.409,-4.723,2.713,0.649,,-2.922,2.045,2.724,6.936,7.408,,,,
train,Hanson,2,,,0.118,4.080,-0.277,4.561,,0.473,-1.782,-0.260,5.873,5.873,,,,
train,Hanson,0,,,-1.092,-0.306,2.707,0.224,,-1.858,9.521,2.735,9.857,10.379,,,,
train,Hanson,2,,,-0.289,7.187,-0.271,2.820,,-2.861,1.335,-0.276,6.393,6.912,,,,
train,Hanson,2,,,-3.086,7.229,-0.276,3.790,,-3.177,-0.096,-0.277,7.326,7.326,,,,
train,Hanson,2,,,-1.589,6.111,-0.282,2.150,,-0.135,-0.586,-0.272,6.852,8.914,,,,
train,Hanson,2,,,-1.589,6.111,-0.282,2.150,,-4.220,-3.308,-0.249,9.780,9.948,,,,
train,Hanson,2,,,-1.681,9.333,-0.266,3.177,,-0.135,-0.586,-0.272,10.038,10.648,,,,
train,Hanson,2,,,-3.086,7.229,-0.276,3.790,,-4.220,-3.308,-0.249,10.598,10.628,,,,
train,Hanson,0,,,-1.205,-2.660,2.707,5.008,,-2.083,6.764,2.730,9.465,9.983,,,,
train,Hanson,2,,,-2.347,8.212,-0.278,1.514,,-2.921,-3.295,-0.255,11.521,11.755,,,,
train,Hanson,2,,,-2.347,8.212,-0.278,1.514,,-2.915,-1.548,-0.269,9.777,10.009,,,,
train,Hanson,0,,,-1.409,-4.723,2.713,0.649,,-1.858,9.521,2.735,14.252,14.808,,,,
train,Hanson,0,,,-1.289,-1.394,2.704,1.071,,-1.858,9.521,2.735,10.930,11.485,,,,
train,Hanson,2,,,0.595,5.915,-0.276,2.845,,-2.921,-3.295,-0.255,9.859,12.372,,,,
train,Hanson,2,,,-4.196,-1.444,-0.256,1.348,,-0.022,2.623,-0.278,5.828,7.329,,,,
train,Hanson,2,,,-3.086,7.229,-0.276,3.790,,-0.022,0.884,-0.269,7.046,8.120,,,,
train,Hanson,0,,,-1.409,-4.723,2.713,0.649,,-2.083,6.764,2.730,11.507,12.055,,,,
train,Hanson,0,,,-1.977,0.559,2.705,3.794,,-1.858,9.521,2.735,8.963,9.218,,,,
train,Hanson,2,,,-1.589,6.111,-0.282,2.150,,-4.196,-1.444,-0.256,7.992,8.152,,,,
train,Hanson,2,,,-3.957,8.205,-0.273,0.998,,0.473,-1.782,-0.260,10.925,13.033,,,,
train,Hanson,0,,,-2.922,2.045,2.724,3.135,,-1.858,9.521,2.735,7.551,7.551,,,,
train,Hanson,2,,,-0.289,7.187,-0.271,2.820,,-1.243,2.046,-0.275,5.230,6.249,,,,
train,Hanson,2,,,0.595,5.915,-0.276,2.845,,-2.915,-1.548,-0.269,8.248,10.626,,,,
train,Hanson,0,,,-1.205,-2.660,2.707,5.008,,-2.932,3.797,2.733,6.684,6.930,,,,
train,Hanson,2,,,-3.035,5.756,-0.280,6.272,,-2.921,-3.295,-0.255,9.051,9.051,,,,
train,Hanson,2,,,-3.082,3.782,-0.282,5.736,,-4.196,-1.444,-0.256,5.344,5.386,,,,
train,Hanson,2,,,-0.289,7.187,-0.271,2.820,,-3.038,2.709,-0.278,5.256,5.529,,,,
train,Hanson,0,,,-1.791,-3.496,2.726,4.427,,-2.922,2.045,2.724,5.656,6.245,,,,
train,Hanson,2,,,-2.196,4.453,-0.282,0.046,,-2.921,-3.295,-0.255,7.782,8.191,,,,
train,Hanson,2,,,-2.921,-3.295,-0.255,1.383,,0.118,4.080,-0.277,7.976,10.486,,,,
train,Hanson,2,,,-3.957,8.205,-0.273,0.998,,-0.022,0.884,-0.269,8.311,9.182,,,,
train,Hanson,0,,,-1.205,-2.660,2.707,5.008,,-1.499,4.157,2.728,6.824,12.654,,,,
train,Hanson,2,,,-1.681,9.333,-0.266,3.177,,-2.861,1.335,-0.276,8.085,8.428,,,,
train,Hanson,2,,,-0.194,9.333,-0.258,1.099,,-2.861,1.335,-0.276,8.431,9.060,,,,
train,Hanson,2,,,0.595,5.915,-0.276,2.845,,-0.135,-0.586,-0.272,6.542,6.542,,,,
train,Hanson,2,,,-3.082,3.782,-0.282,5.736,,-2.921,-3.295,-0.255,7.079,7.079,,,,
train,Hanson,2,,,-0.194,9.333,-0.258,1.099,,-0.135,-0.586,-0.272,9.919,9.923,,,,
train,Hanson,0,,,0.175,-3.913,2.723,0.612,,-2.932,3.797,2.733,8.312,8.793,,,,
train,Hanson,2,,,-3.082,3.782,-0.282,5.736,,0.473,-1.782,-0.260,6.603,8.525,,,,
train,Hanson,0,,,-1.205,-2.660,2.707,5.008,,-1.858,9.521,2.735,12.199,12.736,,,,
train,Hanson,2,,,-3.957,8.205,-0.273,0.998,,-4.196,-1.444,-0.256,9.652,9.894,,,,
train,Hanson,0,,,0.175,-3.913,2.723,0.612,,-2.334,5.037,2.726,9.295,10.109,,,,
train,Hanson,2,,,-3.957,8.205,-0.273,0.998,,-4.220,-3.308,-0.249,11.516,11.689,,,,
train,Hanson,2,,,-0.194,9.333,-0.258,1.099,,-2.915,-1.548,-0.269,11.216,11.935,,,,
train,Hanson,2,,,-3.035,5.756,-0.280,6.272,,-4.196,-1.444,-0.256,7.293,7.358,,,,
train,Hanson,0,,,-1.409,-4.723,2.713,0.649,,-1.909,8.067,2.723,12.800,13.366,,,,
train,Hanson,2,,,-3.035,5.756,-0.280,6.272,,-3.177,-0.096,-0.277,5.853,5.853,,,,
train,Hanson,2,,,-3.082,3.782,-0.282,5.736,,-0.135,-0.586,-0.272,5.269,6.147,,,,
train,Hanson,2,,,0.595,5.915,-0.276,2.845,,-0.022,0.884,-0.269,5.069,5.069,,,,
train,Hanson,2,,,-2.347,8.212,-0.278,1.514,,-4.220,-3.308,-0.249,11.672,11.858,,,,
train,Hanson,0,,,-1.289,-1.394,2.704,1.071,,-2.932,3.797,2.733,5.445,5.679,,,,
train,Hanson,0,,,0.175,-3.913,2.723,0.612,,-2.083,6.764,2.730,10.913,11.846,,,,
train,Hanson,2,,,-1.681,9.333,-0.266,3.177,,-3.038,2.709,-0.278,6.762,7.051,,,,
train,Hanson,2,,,0.595,5.915,-0.276,2.845,,-3.177,-0.096,-0.277,7.097,9.176,,,,
train,Hanson,2,,,-2.196,4.453,-0.282,0.046,,0.473,-1.782,-0.260,6.782,9.637,,,,
train,Hanson,2,,,-0.194,9.333,-0.258,1.099,,-3.082,3.782,-0.282,6.257,6.602,,,,
train,Hanson,2,,,-3.038,2.709,-0.278,1.242,,-2.921,-3.295,-0.255,6.005,6.005,,,,
train,Hanson,2,,,-0.289,7.187,-0.271,2.820,,-3.177,-0.096,-0.277,7.835,8.334,,,,
train,Hanson,2,,,-4.220,-3.308,-0.249,1.502,,-1.243,2.046,-0.275,6.126,8.046,,,,
train,Hanson,2,,,-2.921,-3.295,-0.255,1.383,,-0.022,2.623,-0.278,6.590,9.023,,,,
train,Hanson,2,,,-0.194,9.333,-0.258,1.099,,-4.196,-1.444,-0.256,11.496,11.988,,,,
train,Hanson,2,,,-3.177,-0.096,-0.277,2.265,,0.118,4.080,-0.277,5.320,7.290,,,,
train,Hanson,2,,,-0.194,9.333,-0.258,1.099,,-0.022,2.623,-0.278,6.712,6.712,,,,
train,Hanson,2,,,-2.915,-1.548,-0.269,2.552,,-0.022,2.623,-0.278,5.077,7.277,,,,
train,Hanson,0,,,-1.289,-1.394,2.704,1.071,,-1.499,4.157,2.728,5.555,11.403,,,,
train,Hanson,2,,,-1.681,9.333,-0.266,3.177,,-0.022,0.884,-0.269,8.610,9.176,,,,
train,Hanson,2,,,-1.589,6.111,-0.282,2.150,,-2.921,-3.295,-0.255,9.499,9.845,,,,
train,Hanson,0,,,-1.977,0.559,2.705,3.794,,-1.909,8.067,2.723,7.508,7.767,,,,
train,Hanson,2,,,-3.086,7.229,-0.276,3.790,,0.473,-1.782,-0.260,9.688,11.971,,,,
train,Hanson,0,,,-1.791,-3.496,2.726,4.427,,-2.083,6.764,2.730,10.264,10.892,,,,
train,Hanson,0,,,-1.205,-2.660,2.707,5.008,,-2.334,5.037,2.726,7.780,8.245,,,,
train,Hanson,0,,,-1.289,-1.394,2.704,1.071,,-2.334,5.037,2.726,6.515,6.994,,,,
train,Hanson,0,,,-1.409,-4.723,2.713,0.649,,-1.499,4.157,2.728,8.881,14.726,,,,
train,Hanson,2,,,0.595,5.915,-0.276,2.845,,0.473,-1.782,-0.260,7.698,7.769,,,,
train,Hanson,2,,,-3.957,8.205,-0.273,0.998,,-2.861,1.335,-0.276,6.957,6.965,,,,
train,Hanson,2,,,-2.196,4.453,-0.282,0.046,,-2.915,-1.548,-0.269,6.045,6.445,,,,
train,Hanson,2,,,-0.289,7.187,-0.271,2.820,,-2.921,-3.295,-0.255,10.808,11.533,,,,
train,Hanson,0,,,-1.092,-0.306,2.707,0.224,,-2.334,5.037,2.726,5.485,5.888,,,,
train,Hanson,2,,,-2.347,8.212,-0.278,1.514,,-4.196,-1.444,-0.256,9.832,10.062,,,,
train,Hanson,2,,,-3.035,5.756,-0.280,6.272,,0.473,-1.782,-0.260,8.314,10.498,,,,
train,Hanson,2,,,-2.347,8.212,-0.278,1.514,,-0.022,2.623,-0.278,6.054,8.759,,,,
train,Hanson,0,,,-1.791,-3.496,2.726,4.427,,-2.902,2.952,2.725,6.543,6.993,,,,
train,Hanson,2,,,-3.957,8.205,-0.273,0.998,,0.595,5.915,-0.276,5.096,6.646,,,,
train,Hanson,0,,,-1.791,-3.496,2.726,4.427,,-2.932,3.797,2.733,7.382,7.839,,,,
train,Hanson,2,,,-2.347,8.212,-0.278,1.514,,-1.243,2.046,-0.275,6.265,7.665,,,,
train,Hanson,0,,,-1.791,-3.496,2.726,4.427,,-1.909,8.067,2.723,11.563,12.203,,,,
train,Hanson,0,,,-1.092,-0.306,2.707,0.224,,-2.083,6.764,2.730,7.139,7.626,,,,
train,Hanson,2,,,-1.681,9.333,-0.266,3.177,,-0.022,2.623,-0.278,6.912,7.456,,,,
train,Merom,2,,,2.446,1.162,-0.258,2.356,,1.054,9.383,-0.221,8.338,8.378,,,,
train,Merom,0,,,2.276,5.733,-2.759,6.168,,2.399,0.555,-2.721,5.180,5.180,,,,
train,Merom,2,,,2.527,-1.225,-0.252,0.256,,4.173,7.144,-0.235,8.529,9.961,,,,
train,Merom,2,,,2.527,-1.225,-0.252,0.256,,4.205,8.458,-0.245,9.828,11.277,,,,
train,Merom,2,,,1.792,2.047,-0.259,1.733,,0.807,8.388,-0.219,6.417,6.545,,,,
train,Merom,2,,,4.057,1.392,-0.264,3.092,,-1.985,7.147,-0.202,8.345,11.225,,,,
train,Merom,2,,,2.476,0.001,-0.252,0.825,,1.793,7.136,-0.228,7.167,7.194,,,,
train,Merom,2,,,2.476,0.001,-0.252,0.825,,0.680,7.230,-0.224,7.448,8.310,,,,
train,Merom,2,,,2.446,1.162,-0.258,2.356,,3.048,8.563,-0.479,7.428,7.795,,,,
train,Merom,2,,,1.792,2.047,-0.259,1.733,,1.793,7.136,-0.228,5.089,5.089,,,,
train,Merom,2,,,1.859,2.691,-0.263,3.091,,3.048,8.563,-0.479,5.995,6.158,,,,
train,Merom,2,,,2.476,0.001,-0.252,0.825,,0.807,8.388,-0.219,8.551,8.654,,,,
train,Merom,2,,,2.476,0.001,-0.252,0.825,,3.048,8.563,-0.479,8.583,8.910,,,,
train,Merom,2,,,1.792,2.047,-0.259,1.733,,4.173,7.144,-0.235,5.625,6.633,,,,
train,Merom,0,,,3.820,9.250,-2.768,1.986,,2.753,2.315,-2.736,7.017,7.293,,,,
train,Merom,2,,,-0.629,-0.747,-0.234,0.762,,-1.339,6.742,-0.205,7.523,9.694,,,,
train,Merom,2,,,2.527,-1.225,-0.252,0.256,,-1.985,7.147,-0.202,9.511,12.193,,,,
train,Merom,2,,,-1.985,7.147,-0.202,4.554,,1.949,3.639,-0.493,5.279,7.288,,,,
train,Merom,2,,,1.792,2.047,-0.259,1.733,,0.680,7.230,-0.224,5.300,6.205,,,,
train,Merom,2,,,2.476,0.001,-0.252,0.825,,1.821,5.964,-0.239,5.998,6.026,,,,
train,Merom,2,,,2.476,0.001,-0.252,0.825,,4.173,7.144,-0.235,7.341,8.742,,,,
train,Merom,0,,,1.578,7.751,-2.749,2.271,,2.753,2.315,-2.736,5.562,5.562,,,,
train,Merom,0,,,2.276,5.733,-2.759,6.168,,3.546,0.108,-2.726,5.767,5.796,,,,
train,Merom,2,,,4.057,1.392,-0.264,3.092,,0.807,8.388,-0.219,7.715,8.903,,,,
train,Merom,0,,,-1.107,0.667,-2.761,0.973,,-0.340,6.936,-2.740,6.316,6.426,,,,
train,Merom,2,,,3.048,8.563,-0.479,3.401,,1.949,3.639,-0.493,5.044,5.226,,,,
train,Merom,0,,,2.638,9.128,-2.767,3.146,,2.753,2.315,-2.736,6.814,6.866,,,,
train,Merom,0,,,0.043,0.115,-2.762,1.570,,0.662,6.784,-2.735,6.698,9.696,,,,
train,Merom,2,,,-1.985,7.147,-0.202,4.554,,4.173,7.144,-0.235,6.159,6.159,,,,
train,Merom,2,,,4.057,1.392,-0.264,3.092,,1.793,7.136,-0.228,6.174,7.447,,,,
train,Merom,2,,,1.859,2.691,-0.263,3.091,,4.173,7.144,-0.235,5.018,5.989,,,,
train,Merom,2,,,4.057,1.392,-0.264,3.092,,3.048,8.563,-0.479,7.244,9.159,,,,
train,Merom,2,,,1.792,2.047,-0.259,1.733,,4.205,8.458,-0.245,6.850,7.948,,,,
train,Merom,2,,,2.527,-1.225,-0.252,0.256,,2.820,6.839,-0.231,8.069,8.574,,,,
train,Merom,2,,,-0.629,-0.747,-0.234,0.762,,-1.346,5.970,-0.199,6.755,8.924,,,,
train,Merom,0,,,3.820,9.250,-2.768,1.986,,2.399,0.555,-2.721,8.811,9.021,,,,
train,Merom,0,,,2.776,7.755,-2.763,2.133,,2.753,2.315,-2.736,5.441,5.535,,,,
train,Merom,0,,,1.578,7.751,-2.749,2.271,,2.399,0.555,-2.721,7.243,7.243,,,,
train,Merom,2,,,-0.736,0.332,-0.239,5.088,,-1.346,5.970,-0.199,5.672,8.383,,,,
train,Merom,2,,,2.446,1.162,-0.258,2.356,,1.793,7.136,-0.228,6.009,6.083,,,,
train,Merom,2,,,1.054,9.383,-0.221,2.448,,1.949,3.639,-0.493,5.819,5.819,,,,
train,Merom,2,,,2.527,-1.225,-0.252,0.256,,1.821,5.964,-0.239,7.223,7.246,,,,
train,Merom,0,,,0.043,0.115,-2.762,1.570,,-0.340,6.936,-2.740,6.832,7.291,,,,
train,Merom,2,,,2.476,0.001,-0.252,0.825,,1.054,9.383,-0.221,9.489,9.489,,,,
train,Merom,2,,,2.527,-1.225,-0.252,0.256,,3.048,8.563,-0.479,9.804,10.130,,,,
train,Merom,2,,,2.446,1.162,-0.258,2.356,,4.205,8.458,-0.245,7.505,8.942,,,,
train,Merom,2,,,2.476,0.001,-0.252,0.825,,4.205,8.458,-0.245,8.632,10.057,,,,
